Date Reported,Date of Occurrence,Time of Occurrence,City,Severity,Crime Description,Victim Age,Victim Gender,Weapon Used
15-04-2023,11-04-2023,4,Vile Parle East,3,Extortion,73,Other,Knife
29-02-2024,21-02-2024,10,Anand Nagar (Dahisar),8,Attempt to Murder,16,Other,None
22-03-2024,14-03-2024,14,Borivali West,2,Vehicle Theft,54,Other,Acid
26-12-2023,20-12-2023,16,Anand Nagar (Dahisar),5,Cyber Crime,70,Male,None
14-09-2020,05-09-2020,3,Four Bungalows,1,Domestic Violence,18,Other,Gun
17-06-2021,17-06-2021,22,Ghansoli,7,Chain Snatching,42,Female,Acid
30-10-2023,30-10-2023,21,Bhayandar East,9,Theft,65,Other,Poison
07-05-2020,07-05-2020,9,Belapur CBD,5,Drug Possession,38,Female,None
18-09-2021,18-09-2021,2,Aarey Milk Colony,1,Drug Possession,61,Female,Blunt Object
26-05-2023,18-05-2023,21,Andheri Market,6,Human Trafficking,33,Female,Poison
01-07-2022,24-06-2022,4,Poisar (Kandivali West),6,Domestic Violence,52,Female,Knife
10-04-2021,05-04-2021,19,14th Road (Khar),2,Theft,63,Female,Explosives
05-05-2023,02-05-2023,5,Chakala Naka,4,Robbery,76,Female,Knife
11-12-2020,11-12-2020,13,Mira Road West,4,Human Trafficking,32,Male,Poison
13-04-2021,05-04-2021,4,Goregaon Central,4,Drug Possession,30,Female,Knife
27-05-2022,19-05-2022,0,Yashwant Nagar (Santacruz East),9,Vehicle Theft,26,Male,Explosives
22-08-2021,12-08-2021,8,Bhayandar Village,6,Kidnapping,31,Other,Poison
25-12-2024,17-12-2024,5,Patilwadi (Jogeshwari),9,Extortion,62,Other,Knife
22-09-2022,18-09-2022,23,Jogeshwari East,7,Attempt to Murder,11,Male,None
11-06-2022,01-06-2022,22,Pali Hill,6,Murder,29,Other,Acid
24-12-2022,16-12-2022,17,Bhayandar Industrial Area,8,Cyber Crime,62,Female,Knife
31-12-2020,23-12-2020,1,Kandivali Industrial Area,9,Attempt to Murder,38,Other,Explosives
28-12-2020,26-12-2020,13,Kamothe,6,Domestic Violence,34,Female,None
19-02-2021,12-02-2021,12,Gokuldham (Goregaon),3,Chain Snatching,36,Other,Explosives
17-04-2024,13-04-2024,14,Pratiksha Nagar (Jogeshwari),5,Fraud,59,Male,Gun
17-10-2021,17-10-2021,13,NL Complex (Dahisar),9,Fraud,29,Female,Explosives
30-07-2023,20-07-2023,20,Yashwant Nagar (Santacruz East),1,Murder,49,Other,Acid
18-08-2023,17-08-2023,20,Jankalyan Nagar (Malad),2,Chain Snatching,68,Female,Acid
26-09-2021,23-09-2021,23,Motilal Nagar (Goregaon),1,Fraud,33,Male,Explosives
19-07-2023,19-07-2023,12,Turbhe,3,Extortion,77,Other,Poison
14-02-2022,13-02-2022,22,Vasai Bazaar,7,Human Trafficking,57,Female,Gun
11-07-2022,01-07-2022,18,Versova,2,Theft,10,Female,Acid
07-03-2022,26-02-2022,3,Nerul West,9,Cyber Crime,64,Other,None
29-04-2024,21-04-2024,10,Four Bungalows,7,Attempt to Murder,10,Female,Gun
30-12-2020,20-12-2020,9,Jankalyan Nagar (Malad),2,Vehicle Theft,14,Male,Knife
08-01-2024,03-01-2024,0,Agripada (Santacruz East),9,Human Trafficking,41,Other,Poison
25-02-2022,19-02-2022,1,Mira Road East,6,Extortion,36,Female,Poison
17-06-2024,09-06-2024,0,Navi Mumbai West,8,Chain Snatching,59,Other,Knife
28-11-2020,27-11-2020,12,Bangur Nagar (Goregaon),5,Domestic Violence,40,Female,Gun
04-09-2024,02-09-2024,12,NESCO Colony (Goregaon),7,Theft,60,Other,None
16-01-2020,09-01-2020,22,Vasai Industrial Area,4,Human Trafficking,16,Other,Poison
09-10-2024,30-09-2024,4,Juhu Market,6,Drug Possession,36,Male,Knife
18-07-2023,17-07-2023,19,NESCO Colony (Goregaon),1,Theft,43,Female,Acid
16-10-2020,12-10-2020,22,Bhayandar East,6,Drug Possession,42,Male,Poison
26-06-2021,26-06-2021,22,Evershine Nagar (Malad),8,Kidnapping,26,Other,Poison
05-01-2023,28-12-2022,14,Seawoods,1,Vehicle Theft,6,Female,Acid
11-08-2023,03-08-2023,9,Nerul East,7,Domestic Violence,40,Other,Explosives
04-07-2022,27-06-2022,7,Marol,5,Murder,5,Other,Gun
23-01-2021,20-01-2021,6,Virar Industrial Area,7,Murder,18,Male,Poison
30-08-2020,30-08-2020,6,Kopar Khairane,3,Murder,73,Female,Acid
25-07-2024,22-07-2024,23,Jogeshwari East,8,Fraud,37,Other,None
19-02-2022,16-02-2022,7,Bandra Kurla Complex,8,Riot,69,Female,Explosives
03-12-2024,25-11-2024,18,Ambujwadi (Malad),6,Fraud,10,Female,None
11-07-2023,11-07-2023,14,Ambujwadi (Malad),3,Domestic Violence,66,Female,Acid
14-06-2024,05-06-2024,21,Navi Mumbai Industrial Area,4,Domestic Violence,67,Female,None
03-10-2022,28-09-2022,21,Agripada (Santacruz East),2,Theft,14,Other,Poison
02-01-2022,24-12-2021,8,Andheri Market,1,Human Trafficking,71,Other,Acid
03-10-2024,23-09-2024,14,Liliya Nagar (Malad),5,Domestic Violence,79,Male,Blunt Object
05-05-2021,04-05-2021,12,Vile Parle Market Area,3,Human Trafficking,42,Other,Acid
13-08-2024,12-08-2024,17,Vashi Residential,7,Sexual Assault,78,Male,Knife
06-04-2024,27-03-2024,6,Jawahar Nagar (Goregaon),5,Drug Possession,60,Female,None
28-02-2021,25-02-2021,6,Jankalyan Nagar (Malad),2,Kidnapping,65,Female,Acid
10-07-2024,04-07-2024,19,Patilwadi (Jogeshwari),2,Drug Possession,37,Male,Acid
02-01-2020,23-12-2019,7,Malvani (Malad),7,Robbery,28,Male,Acid
08-04-2020,04-04-2020,15,I.C. Colony,1,Sexual Assault,65,Male,Explosives
05-11-2022,05-11-2022,15,Andheri Hills,4,Attempt to Murder,13,Male,Explosives
21-09-2022,11-09-2022,5,Charkop (Kandivali West),9,Cyber Crime,59,Other,Acid
05-08-2023,01-08-2023,22,Virar Junction,2,Riot,5,Male,Blunt Object
29-02-2020,27-02-2020,5,Bhayandar West,1,Attempt to Murder,48,Other,Poison
03-06-2023,27-05-2023,21,Jogeshwari Industrial Area,2,Attempt to Murder,10,Other,Poison
16-02-2024,13-02-2024,1,Malad Industrial Area,4,Extortion,77,Male,Knife
28-06-2024,24-06-2024,4,Goregaon Central,5,Murder,58,Other,Blunt Object
03-05-2022,30-04-2022,0,Indiraji Nagar,5,Theft,74,Female,Poison
13-12-2024,04-12-2024,8,14th Road (Khar),2,Riot,77,Female,Explosives
25-05-2022,16-05-2022,7,Kandivali Industrial Area,2,Human Trafficking,54,Female,Blunt Object
22-03-2020,19-03-2020,4,Kopar Khairane West,6,Human Trafficking,45,Male,Poison
23-09-2020,14-09-2020,13,Nehru Nagar (Vile Parle),5,Drug Possession,47,Male,Gun
05-09-2020,04-09-2020,1,Juhu Market,7,Robbery,44,Other,Knife
24-06-2022,14-06-2022,3,Andheri Market,4,Riot,15,Other,Explosives
30-11-2020,30-11-2020,4,Pali Hill,6,Fraud,37,Female,Acid
07-01-2020,05-01-2020,3,Juhu Nagar,7,Sexual Assault,50,Female,Blunt Object
30-11-2023,29-11-2023,14,Subhash Nagar,1,Sexual Assault,49,Male,None
18-03-2020,10-03-2020,1,Vasai Road Area,3,Human Trafficking,17,Male,Poison
05-10-2024,01-10-2024,19,Sant Dnyaneshwar Nagar,8,Chain Snatching,46,Female,Poison
11-07-2023,04-07-2023,14,Irla (Vile Parle),9,Vehicle Theft,63,Female,Acid
02-07-2024,29-06-2024,14,Janupada (Kandivali East),6,Theft,50,Other,None
08-08-2022,03-08-2022,0,Navi Mumbai West,1,Extortion,43,Other,Knife
12-08-2021,10-08-2021,14,Carter Road,7,Human Trafficking,56,Other,Explosives
28-11-2022,21-11-2022,10,Bandra Fort Area,4,Cyber Crime,34,Other,None
20-06-2021,13-06-2021,12,Mira Colony,4,Theft,60,Male,Gun
31-01-2020,30-01-2020,12,Chakala,6,Domestic Violence,33,Other,None
23-05-2021,22-05-2021,18,KR Nagar (Jogeshwari),6,Drug Possession,26,Female,Blunt Object
08-07-2024,06-07-2024,14,Janupada (Kandivali East),9,Vehicle Theft,75,Female,None
06-05-2021,06-05-2021,6,Borivali East,1,Attempt to Murder,80,Other,None
08-11-2020,02-11-2020,23,Vasai West Town,8,Robbery,26,Other,Poison
20-10-2022,17-10-2022,10,Kandivali West,9,Kidnapping,30,Female,Explosives
27-10-2024,20-10-2024,13,Borivali East,8,Attempt to Murder,74,Female,Blunt Object
05-05-2023,29-04-2023,15,Malad East,2,Fraud,25,Male,Acid
31-10-2023,27-10-2023,13,Vile Parle West,9,Cyber Crime,8,Male,Acid
15-02-2022,08-02-2022,13,Dahisar Industrial Area,8,Attempt to Murder,9,Male,Acid
04-09-2023,02-09-2023,1,Nehru Nagar (Vile Parle),5,Robbery,67,Female,Blunt Object
16-08-2021,12-08-2021,0,Dahisar East,7,Riot,65,Other,Acid
15-09-2022,07-09-2022,13,Gokuldham (Goregaon),6,Riot,58,Male,Poison
09-09-2021,01-09-2021,17,Santacruz Market Area,3,Fraud,58,Male,None
12-04-2020,07-04-2020,9,Irla (Vile Parle),9,Human Trafficking,17,Female,Explosives
13-01-2023,04-01-2023,8,Bandra West,1,Chain Snatching,72,Other,Blunt Object
21-09-2020,15-09-2020,2,Chakala,2,Murder,11,Male,None
30-05-2023,25-05-2023,21,Belapur,3,Extortion,26,Female,Blunt Object
17-03-2022,08-03-2022,15,Chakala Naka,7,Chain Snatching,70,Male,Blunt Object
25-10-2024,19-10-2024,0,Lokhandwala,2,Attempt to Murder,55,Female,None
08-10-2020,06-10-2020,7,Andheri Hills,2,Kidnapping,80,Other,Explosives
25-09-2024,19-09-2024,17,Vasai Village,3,Extortion,41,Female,Blunt Object
05-05-2024,29-04-2024,20,Kopar Khairane West,3,Robbery,28,Female,Gun
24-04-2021,24-04-2021,20,Bhayandar Central,9,Riot,75,Female,Explosives
19-11-2021,12-11-2021,12,Somnath Lane,5,Attempt to Murder,16,Male,Blunt Object
17-06-2022,07-06-2022,22,Andheri East,6,Domestic Violence,65,Female,Explosives
06-07-2023,03-07-2023,13,14th Road (Khar),6,Cyber Crime,79,Female,Explosives
26-06-2021,18-06-2021,6,16th Road (Khar),4,Kidnapping,61,Other,Blunt Object
04-02-2020,25-01-2020,5,Bandra Fort Area,5,Riot,57,Other,None
03-02-2024,27-01-2024,10,Mira Road Junction,4,Chain Snatching,7,Female,Poison
17-12-2023,12-12-2023,9,Vasai East Town,1,Extortion,15,Male,Poison
26-01-2020,16-01-2020,21,Andheri West,9,Extortion,21,Male,Acid
18-07-2022,11-07-2022,21,Thakur Village (Kandivali East),4,Sexual Assault,12,Male,Knife
09-09-2022,30-08-2022,22,Virar Market,8,Extortion,38,Female,None
07-04-2020,31-03-2020,18,Four Bungalows,7,Riot,42,Male,Gun
16-09-2021,08-09-2021,3,Vasai West,7,Fraud,80,Male,Blunt Object
11-06-2024,06-06-2024,9,Vasai Village,5,Human Trafficking,67,Male,Gun
17-10-2023,14-10-2023,4,Vasai Industrial Area,5,Human Trafficking,19,Male,Poison
06-02-2023,29-01-2023,11,Oshiwara,6,Chain Snatching,14,Female,Knife
23-01-2022,16-01-2022,16,Virar East,2,Drug Possession,58,Female,Knife
03-07-2024,28-06-2024,12,Navi Mumbai South,2,Vehicle Theft,52,Male,None
13-01-2022,07-01-2022,10,Chakala,6,Fraud,7,Female,Poison
31-12-2021,23-12-2021,2,Janupada (Kandivali East),3,Attempt to Murder,23,Male,Gun
20-07-2023,13-07-2023,3,Sahar Airport,2,Domestic Violence,16,Other,Poison
04-08-2023,27-07-2023,22,Vile Parle Market Area,7,Chain Snatching,67,Female,Explosives
03-05-2022,24-04-2022,18,Sunder Nagar (Malad),2,Vehicle Theft,39,Male,Knife
25-06-2023,19-06-2023,8,Santacruz West,8,Vehicle Theft,80,Other,Explosives
07-11-2023,06-11-2023,22,Prabhat Colony (Santacruz East),8,Sexual Assault,18,Male,Poison
08-11-2024,31-10-2024,5,Bhayandar Village,6,Extortion,19,Male,Poison
16-03-2024,14-03-2024,2,Bhayandar Market,1,Theft,28,Female,Blunt Object
05-04-2021,31-03-2021,6,Mira Road Cantonment,6,Sexual Assault,44,Male,Knife
18-06-2024,17-06-2024,6,Borivali Industrial Area,3,Riot,22,Female,Gun
11-01-2022,05-01-2022,8,Dahisar East,3,Cyber Crime,47,Male,Knife
22-08-2023,18-08-2023,9,Andheri Central,1,Murder,12,Male,Knife
17-05-2021,11-05-2021,5,Lokhandwala,1,Murder,37,Other,Poison
02-10-2023,23-09-2023,15,Chakala,7,Drug Possession,12,Male,Gun
01-06-2020,29-05-2020,9,Sant Dnyaneshwar Nagar,4,Chain Snatching,71,Male,None
06-12-2020,30-11-2020,9,Navi Mumbai South,2,Human Trafficking,28,Female,Explosives
13-11-2021,12-11-2021,5,Borivali West,1,Sexual Assault,69,Male,Blunt Object
10-06-2024,31-05-2024,20,Ekta Colony,5,Cyber Crime,38,Male,Explosives
09-11-2024,02-11-2024,6,Dindoshi (Malad),9,Extortion,59,Other,Gun
17-03-2022,07-03-2022,21,Bandra East,1,Fraud,45,Male,Knife
03-09-2024,01-09-2024,5,Vasai Bazaar,4,Vehicle Theft,15,Other,Poison
27-06-2020,23-06-2020,5,Jogeshwari Industrial Area,2,Cyber Crime,13,Male,None
05-09-2022,01-09-2022,15,Aarey Milk Colony,8,Extortion,34,Other,Acid
11-09-2020,11-09-2020,23,Janupada (Kandivali East),4,Murder,39,Female,Poison
06-05-2020,28-04-2020,12,Airoli,2,Attempt to Murder,36,Male,Poison
26-03-2023,17-03-2023,12,Virar Industrial Area,3,Riot,25,Female,Blunt Object
13-05-2023,07-05-2023,11,Tata Blocks,8,Theft,39,Female,Blunt Object
24-03-2020,15-03-2020,13,Juhu Village,4,Murder,34,Female,Explosives
31-07-2021,22-07-2021,4,Malad Market Area,5,Riot,52,Female,Blunt Object
29-08-2023,26-08-2023,6,Kandivali Industrial Area,2,Theft,53,Female,Poison
16-06-2020,15-06-2020,15,Ranwar,5,Chain Snatching,34,Male,Blunt Object
24-06-2020,15-06-2020,22,Khar East,1,Kidnapping,61,Other,Explosives
08-01-2021,07-01-2021,11,Virar East,2,Kidnapping,74,Other,Poison
04-09-2020,27-08-2020,8,Vasai Industrial Area,5,Fraud,19,Male,Knife
24-08-2021,18-08-2021,0,Chaitanya Nagar (Santacruz East),4,Sexual Assault,8,Female,Blunt Object
01-06-2021,30-05-2021,23,Airoli,8,Attempt to Murder,32,Male,Acid
30-09-2021,20-09-2021,13,Juhu Nagar,1,Drug Possession,49,Other,Knife
05-10-2021,03-10-2021,10,Bhayandar Central,5,Riot,72,Other,Poison
26-07-2022,24-07-2022,15,Kalina (Santacruz East),4,Fraud,55,Male,Blunt Object
10-11-2021,08-11-2021,7,Airoli Industrial Area,4,Extortion,33,Male,Knife
26-03-2024,22-03-2024,14,Rani Sati Marg (Malad),4,Riot,53,Female,Knife
28-03-2024,22-03-2024,10,Khar Danda,9,Murder,19,Other,Explosives
24-12-2022,22-12-2022,12,Vasai Industrial Area,1,Sexual Assault,40,Female,Knife
09-08-2021,30-07-2021,2,Nerul East,7,Attempt to Murder,61,Other,Blunt Object
27-04-2022,20-04-2022,14,Malvani (Malad),4,Extortion,37,Other,Gun
25-08-2022,20-08-2022,16,Vakola Pipeline (Santacruz East),8,Murder,78,Male,Acid
09-05-2023,29-04-2023,8,Virar Industrial Area,6,Theft,47,Male,Acid
31-12-2022,21-12-2022,23,Nerul,3,Chain Snatching,8,Female,Blunt Object
05-12-2022,28-11-2022,2,Kandivali West,3,Domestic Violence,31,Female,Poison
18-06-2021,13-06-2021,12,New Panvel,4,Sexual Assault,71,Male,Explosives
17-04-2020,10-04-2020,21,Navi Mumbai,6,Theft,5,Male,Poison
12-04-2021,09-04-2021,19,Belapur,4,Drug Possession,64,Other,Blunt Object
23-12-2023,17-12-2023,20,Jogeshwari East,4,Theft,80,Male,Explosives
16-07-2021,08-07-2021,11,Shivaji Nagar (Santacruz East),1,Vehicle Theft,80,Other,None
04-05-2022,03-05-2022,16,Mira Road Junction,5,Chain Snatching,62,Male,Gun
25-02-2023,15-02-2023,4,Malad West,1,Domestic Violence,22,Male,Blunt Object
13-05-2023,05-05-2023,0,Prabhat Colony (Santacruz East),3,Robbery,34,Male,None
07-07-2021,05-07-2021,5,21st Road (Khar),3,Robbery,79,Male,Knife
14-03-2023,09-03-2023,18,Andheri West,3,Murder,64,Male,None
29-08-2023,29-08-2023,23,Belapur,2,Murder,60,Other,Gun
26-08-2022,21-08-2022,7,Kopar Khairane West,8,Fraud,40,Other,Poison
07-07-2020,30-06-2020,8,Dahisar West,4,Extortion,23,Male,Poison
20-06-2021,11-06-2021,20,Juhu Koliwada,4,Murder,8,Male,Poison
03-10-2020,03-10-2020,4,Andheri Hills,9,Kidnapping,10,Male,Poison
24-05-2022,16-05-2022,17,Amrut Nagar (Jogeshwari),5,Murder,7,Female,Explosives
13-12-2021,11-12-2021,3,Borivali West,7,Human Trafficking,33,Male,Gun
17-09-2021,09-09-2021,11,Aarey Milk Colony,1,Robbery,11,Female,Poison
08-03-2020,27-02-2020,19,Navi Mumbai South,2,Extortion,44,Male,Gun
10-04-2023,03-04-2023,20,Damu Nagar (Kandivali East),6,Attempt to Murder,38,Female,Blunt Object
17-09-2020,14-09-2020,18,Malad West,9,Human Trafficking,68,Other,Gun
28-10-2023,26-10-2023,0,New Panvel,2,Theft,5,Female,Poison
12-10-2021,05-10-2021,10,Andheri West,6,Chain Snatching,41,Other,Acid
18-02-2024,08-02-2024,20,Versova,3,Robbery,37,Other,Acid
24-03-2022,17-03-2022,6,Agripada (Santacruz East),4,Kidnapping,49,Female,Blunt Object
27-01-2021,21-01-2021,0,Juhu Beach Area,9,Domestic Violence,34,Other,None
02-12-2021,27-11-2021,19,Dindoshi (Malad),4,Riot,33,Male,Knife
28-01-2023,19-01-2023,6,Pandurang Wadi (Goregaon),4,Cyber Crime,67,Male,Gun
18-06-2023,12-06-2023,16,Poisar (Kandivali West),7,Robbery,37,Other,Poison
23-09-2020,22-09-2020,10,Santacruz West,8,Fraud,56,Female,Knife
31-05-2020,23-05-2020,6,Pratiksha Nagar (Jogeshwari),8,Robbery,80,Female,Explosives
04-04-2022,27-03-2022,23,Yogi Nagar (Borivali),7,Human Trafficking,49,Other,Blunt Object
15-12-2021,06-12-2021,22,Juhu Scheme,4,Attempt to Murder,13,Female,Gun
14-08-2020,13-08-2020,21,Liliya Nagar (Malad),5,Fraud,73,Male,Blunt Object
03-09-2020,29-08-2020,17,NESCO Colony (Goregaon),2,Riot,25,Other,Acid
27-12-2024,25-12-2024,20,Juhu Koliwada,4,Fraud,29,Female,Knife
05-02-2020,26-01-2020,18,Virar West Industrial Area,2,Robbery,19,Other,Poison
07-05-2024,07-05-2024,20,Bandra Fort Area,3,Fraud,66,Male,Explosives
10-09-2021,02-09-2021,20,Malad Industrial Area,5,Chain Snatching,78,Female,Acid
29-02-2020,22-02-2020,22,Momin Nagar (Jogeshwari),7,Murder,31,Female,Explosives
05-12-2022,28-11-2022,5,Jogeshwari Market Area,1,Fraud,38,Male,Acid
27-04-2020,21-04-2020,19,Dnyaneshwar Marg (Jogeshwari),3,Vehicle Theft,24,Male,Knife
13-04-2020,03-04-2020,11,Subhash Nagar,6,Riot,60,Female,Knife
20-04-2020,11-04-2020,8,Bhayandar East,8,Cyber Crime,55,Male,None
25-04-2023,16-04-2023,16,Virar East Colony,9,Extortion,22,Other,None
22-03-2024,17-03-2024,4,Navi Mumbai,7,Murder,24,Female,Acid
09-02-2023,05-02-2023,5,Khar Market Area,3,Vehicle Theft,14,Male,Blunt Object
24-04-2024,24-04-2024,0,Bandra Fort Area,3,Drug Possession,25,Female,Acid
17-09-2020,11-09-2020,15,Shimpoli,6,Theft,70,Other,Explosives
20-12-2020,12-12-2020,11,Eksar Colony,8,Vehicle Theft,7,Male,Acid
04-04-2024,30-03-2024,21,Virar East,4,Domestic Violence,42,Male,Blunt Object
22-09-2021,15-09-2021,10,Dahanukar Wadi (Kandivali West),2,Cyber Crime,26,Other,Acid
01-07-2024,27-06-2024,14,Avdhut Nagar (Dahisar),6,Domestic Violence,69,Female,Acid
20-12-2020,11-12-2020,5,Davri Nagar (Santacruz East),6,Kidnapping,63,Other,Explosives
12-01-2023,10-01-2023,1,Mira Road Junction,8,Drug Possession,18,Female,Knife
05-01-2022,26-12-2021,20,Navi Mumbai East,6,Fraud,73,Other,Blunt Object
20-05-2020,18-05-2020,1,Panvel,9,Attempt to Murder,33,Other,Acid
02-12-2020,23-11-2020,15,Borivali Industrial Area,7,Fraud,66,Female,Gun
09-08-2021,06-08-2021,4,Indiraji Nagar,8,Robbery,66,Other,Poison
22-05-2024,21-05-2024,1,Ghansoli,5,Sexual Assault,59,Male,Blunt Object
14-04-2020,07-04-2020,0,Juhu Village,1,Kidnapping,13,Male,Acid
17-04-2022,16-04-2022,15,Malad East,5,Fraud,64,Female,Acid
04-06-2021,03-06-2021,14,Shanti Nagar (Dahisar),5,Riot,64,Female,None
08-11-2020,30-10-2020,0,Jivali Pada (Kandivali),6,Murder,33,Male,None
07-01-2021,05-01-2021,12,Eksar Colony,3,Riot,40,Male,Acid
07-10-2020,28-09-2020,0,Vasai West,4,Riot,33,Female,Acid
26-07-2022,23-07-2022,0,Bhayandar East,1,Chain Snatching,70,Female,Gun
21-01-2021,12-01-2021,15,Navi Mumbai West,8,Riot,71,Female,Poison
18-03-2020,08-03-2020,0,Lokhandwala,6,Cyber Crime,16,Other,Poison
24-04-2021,15-04-2021,0,Bandra West,4,Chain Snatching,38,Female,None
30-03-2021,23-03-2021,9,Aarey Milk Colony,2,Sexual Assault,25,Female,Poison
03-11-2021,24-10-2021,6,Airoli Industrial Area,6,Robbery,16,Other,Explosives
21-07-2024,17-07-2024,14,Prabhat Colony (Santacruz East),5,Human Trafficking,56,Male,Explosives
15-03-2020,11-03-2020,17,Davri Nagar (Santacruz East),8,Murder,35,Female,Blunt Object
09-07-2022,01-07-2022,5,Juhu Nagar,9,Drug Possession,16,Other,Explosives
30-12-2021,26-12-2021,2,Pandurang Wadi (Goregaon),3,Domestic Violence,71,Male,Blunt Object
18-04-2024,14-04-2024,10,Vashi,8,Sexual Assault,6,Other,Gun
02-04-2022,25-03-2022,8,Malad Market Area,2,Domestic Violence,77,Other,Knife
11-09-2023,08-09-2023,3,Shanti Nagar (Dahisar),5,Theft,54,Male,Poison
23-08-2022,20-08-2022,21,Vasai Industrial Area,9,Human Trafficking,20,Male,Gun
09-09-2022,01-09-2022,6,Mira Road Cantonment,5,Theft,51,Other,Knife
13-11-2024,04-11-2024,0,Mount Mary Area,8,Human Trafficking,21,Other,None
13-09-2023,03-09-2023,19,Thakur Complex (Kandivali East),8,Human Trafficking,50,Male,Explosives
07-08-2022,01-08-2022,0,Ambedkar Road (Khar),8,Attempt to Murder,29,Female,None
06-06-2022,28-05-2022,19,Pali Hill,6,Robbery,41,Male,Acid
03-04-2024,28-03-2024,0,Ranwar,6,Riot,66,Female,None
29-09-2024,28-09-2024,13,Vile Parle Market Area,8,Robbery,37,Other,None
21-03-2022,17-03-2022,23,Lokhandwala,9,Kidnapping,50,Female,Blunt Object
27-08-2022,24-08-2022,15,Carter Road,8,Fraud,61,Other,Gun
28-10-2020,25-10-2020,19,Vasai West,9,Vehicle Theft,21,Male,Acid
08-11-2020,05-11-2020,7,I.C. Colony,7,Cyber Crime,72,Other,Gun
10-09-2022,04-09-2022,9,Bhayandar Industrial Area,7,Attempt to Murder,53,Male,Knife
11-02-2024,04-02-2024,5,Navi Mumbai Industrial Area,5,Drug Possession,53,Male,Blunt Object
13-12-2023,10-12-2023,5,Ghansoli,8,Domestic Violence,6,Male,Gun
08-07-2020,08-07-2020,19,Bhayandar Central,9,Sexual Assault,73,Male,Blunt Object
29-07-2021,29-07-2021,17,Santacruz East,5,Drug Possession,75,Male,Gun
06-07-2024,27-06-2024,2,Andheri West,5,Drug Possession,46,Male,None
15-06-2023,14-06-2023,9,Dahisar West,7,Extortion,33,Female,Poison
02-04-2022,31-03-2022,5,Ekta Colony,2,Drug Possession,33,Female,None
15-01-2021,15-01-2021,18,Vasai West Town,9,Vehicle Theft,38,Male,Poison
11-01-2020,07-01-2020,13,Kora Kendra,3,Extortion,16,Male,Explosives
06-04-2021,31-03-2021,18,Bangur Nagar (Goregaon),3,Cyber Crime,26,Female,Gun
22-05-2022,22-05-2022,15,Turbhe,6,Extortion,26,Female,Gun
01-08-2022,28-07-2022,23,New Panvel,8,Drug Possession,50,Other,Blunt Object
05-06-2023,03-06-2023,17,Airoli Industrial Area,8,Extortion,61,Female,None
27-04-2024,24-04-2024,11,Virar Station Area,8,Attempt to Murder,55,Other,None
12-02-2022,10-02-2022,22,Jogeshwari Industrial Area,9,Domestic Violence,28,Male,Knife
04-11-2024,03-11-2024,7,Charkop (Kandivali West),8,Vehicle Theft,59,Male,Blunt Object
29-05-2020,27-05-2020,9,Vasai Bazaar,9,Chain Snatching,25,Female,Gun
04-09-2024,25-08-2024,14,Airoli,5,Riot,49,Male,None
18-11-2022,11-11-2022,14,Kandivali East,8,Drug Possession,78,Other,None
27-11-2023,20-11-2023,18,Shastri Nagar (Jogeshwari),2,Sexual Assault,65,Other,Knife
06-07-2024,28-06-2024,16,Gokuldham (Goregaon),8,Attempt to Murder,56,Female,Poison
29-12-2022,21-12-2022,22,18th Road (Khar),1,Human Trafficking,19,Female,Gun
01-06-2023,31-05-2023,0,Jawahar Nagar (Goregaon),9,Kidnapping,66,Male,Blunt Object
03-12-2021,26-11-2021,8,Indiraji Nagar,9,Extortion,79,Male,None
11-01-2023,05-01-2023,1,I.C. Colony,1,Drug Possession,67,Male,Explosives
11-05-2022,05-05-2022,16,Momin Nagar (Jogeshwari),2,Sexual Assault,25,Female,Blunt Object
18-12-2020,12-12-2020,18,Dahisar Industrial Area,6,Fraud,8,Female,Blunt Object
17-03-2022,07-03-2022,17,Pali Naka (Khar),8,Sexual Assault,51,Other,Acid
27-05-2022,19-05-2022,21,Juhu Scheme,8,Vehicle Theft,9,Female,Blunt Object
08-07-2022,28-06-2022,16,Mount Mary Area,9,Chain Snatching,11,Female,None
01-03-2024,27-02-2024,1,Seawoods,1,Extortion,79,Female,Poison
18-02-2023,09-02-2023,2,Malvani (Malad),9,Vehicle Theft,41,Other,Blunt Object
09-07-2024,30-06-2024,8,Dahisar East,2,Attempt to Murder,23,Male,None
04-10-2024,03-10-2024,20,Khar West,5,Drug Possession,65,Female,Gun
08-11-2024,29-10-2024,8,Lokhandwala,1,Robbery,66,Male,Explosives
28-08-2024,28-08-2024,16,Jogeshwari Industrial Area,9,Murder,27,Female,Knife
30-05-2020,28-05-2020,12,16th Road (Khar),2,Robbery,74,Male,None
04-04-2022,31-03-2022,16,Kamothe,7,Robbery,24,Male,Explosives
28-06-2023,25-06-2023,21,Sainik Nagar (Jogeshwari),7,Attempt to Murder,17,Male,None
23-08-2022,16-08-2022,3,Amrut Nagar (Jogeshwari),9,Domestic Violence,10,Other,Blunt Object
19-02-2023,14-02-2023,4,Aarey Milk Colony,9,Cyber Crime,40,Other,Explosives
03-03-2021,03-03-2021,9,Chakala,5,Extortion,25,Female,Blunt Object
01-04-2023,28-03-2023,20,Dahisar East,7,Domestic Violence,13,Male,Poison
29-12-2021,23-12-2021,13,Behram Baug (Jogeshwari),7,Attempt to Murder,79,Other,Explosives
20-10-2022,19-10-2022,23,Mhatre Wadi (Dahisar),5,Fraud,27,Female,Knife
26-03-2023,24-03-2023,7,New Panvel,4,Drug Possession,10,Female,Acid
